labels,geodesic,functional,structural
150,0.7239756,0.3651508756757127,0.2395659438732138
150,0.68144184,0.3651508756757127,0.2395659438732138
149,0.6332691,0.31930637786159677,0.23930714573061668
95,0.80035627,0.19441331510313775,0.3099713620999759
145,0.843048,0.3209388753011595,0.07089455601858949
144,0.8124369,0.2606551234043013,0.4207990211194132
149,0.80912006,0.31930637786159677,0.23930714573061668
15,0.82283896,0.5679961977136765,0.530747687712172
3,0.80896074,0.12518221188289402,0.09818222963071896
142,0.8566657,0.4368562325422056,0.1261040793683168
17,0.90350425,0.060190810896544544,0.35986541621165047
17,0.98214656,0.060190810896544544,0.35986541621165047
45,0.81737095,0.3050161359611243,0.30870049142183287
27,0.7854978,0.557708914492105,0.28469610375622045
27,0.8351824,0.557708914492105,0.28469610375622045
29,0.82642275,0.4095763279035398,0.0910523831559316
58,0.43278462,0.735847526426828,0.3982608843924748
0,0.46248737,,
58,0.49487227,0.735847526426828,0.3982608843924748
32,0.56681675,0.5798183570604651,0.41190313328783246
32,0.6328144,0.5798183570604651,0.41190313328783246
93,0.1283851,0.8686867816315602,0.27415854895066005
166,0.066551,0.9895372609327491,0.3911579205382097
166,0.042754993,0.9895372609327491,0.3911579205382097
0,0.0,,
0,0.0,,
167,0.24614409,0.5149399911943702,1.0
178,0.23254196,0.5350631659288303,0.12380170446050821
167,0.20512746,0.5149399911943702,1.0
110,0.18001264,0.8922671747670572,0.1410000635089286
131,0.18725793,0.6436132725151982,0.0816572268579835
133,0.65501344,0.3879000350980002,0.19942808035645712
133,0.67011863,0.3879000350980002,0.19942808035645712
133,0.6094522,0.3879000350980002,0.19942808035645712
177,0.575675,0.5123773434401229,0.15201769565349843
132,0.50687957,0.37828847767383866,0.9271625723070404
1,0.838542,0.5662171955216913,0.0
1,0.8117189,0.5662171955216913,0.0
1,0.82163924,0.5662171955216913,0.0
6,0.7643102,0.2699418873061452,0.6655899910083684
18,0.7518432,0.39916596211785516,0.2866291943159533
0,0.0,,
0,0.0,,
14,0.53566283,0.7290772849461491,0.5481429522707421
121,0.56282026,0.5898724244711162,0.6623908421923779
1,0.59219944,0.5662171955216913,0.0
99,0.51883626,0.37740747083652426,0.13157358733436644
78,0.47594026,0.22837666503867426,0.43320000678464987
78,0.5189486,0.22837666503867426,0.43320000678464987
80,0.53473145,0.28182329984259047,0.019846985667775586
79,0.53153515,0.38506913582927815,0.13431598399715716
73,0.59976536,0.4116885433883595,0.5216999810370996
73,0.55488694,0.4116885433883595,0.5216999810370996
73,0.52243394,0.4116885433883595,0.5216999810370996
73,0.5524345,0.4116885433883595,0.5216999810370996
84,0.60054827,0.30366296986849095,0.13453805677597422
86,0.6171234,0.43708694755963684,0.23862212922267112
117,0.7258014,0.1682515522421797,0.10196458787074161
148,0.71512556,0.2147751631559598,0.17202240270947156
116,0.6755437,0.23506645061624365,0.02248374642837399
116,0.6318199,0.23506645061624365,0.02248374642837399
116,0.59678674,0.23506645061624365,0.02248374642837399
51,0.6693735,0.3244980839735909,0.3158875891190925
51,0.62995636,0.3244980839735909,0.3158875891190925
147,0.58247906,0.29169896882409896,0.3320862578232159
9,0.5743873,0.4192658845135324,0.5696292867072185
53,0.5270303,0.4371579939774053,0.41276080318713343
42,0.932717,0.2973440761785584,0.10774345296328576
49,0.91602355,0.10806276311393948,0.30288362877008274
42,0.91873753,0.2973440761785584,0.10774345296328576
47,0.8754233,0.26358867467948555,0.3817987445701518
47,0.8266422,0.26358867467948555,0.3817987445701518
52,0.8129229,0.35980528463825134,0.48179204219228017
47,0.8022278,0.26358867467948555,0.3817987445701518
117,0.78431433,0.1682515522421797,0.10196458787074161
117,0.7605602,0.1682515522421797,0.10196458787074161
117,0.7404578,0.1682515522421797,0.10196458787074161
40,0.6134547,0.5121071972130471,0.36789856345193483
40,0.6389264,0.5121071972130471,0.36789856345193483
40,0.6755499,0.5121071972130471,0.36789856345193483
8,0.71392155,0.44442243189164365,0.2837752197812288
36,0.76843894,0.3564782312587811,0.3509757642931012
8,0.7850277,0.44442243189164365,0.2837752197812288
36,0.8120448,0.3564782312587811,0.3509757642931012
39,0.82745963,0.38734597058578935,0.2865804017451281
39,0.879596,0.38734597058578935,0.2865804017451281
42,0.9034779,0.2973440761785584,0.10774345296328576
71,0.6409472,0.42465470366785585,0.30551528562183056
68,0.6395489,0.5514326126587248,0.21419168984490203
70,0.62511,0.26660982604354855,0.46759185347206056
44,0.73858476,0.43725084308280016,0.24550922432992017
98,0.6650705,0.34871528738377444,0.16790161690597913
26,0.6074689,0.2176127855429959,0.1434837150900675
26,0.6062199,0.2176127855429959,0.1434837150900675
43,0.5966016,0.4172196356890834,0.4464583957482967
40,0.5521568,0.5121071972130471,0.36789856345193483
0,0.15452789,,
0,0.0,,
0,0.0,,
0,0.2787531,,
58,0.32208902,0.735847526426828,0.3982608843924748
62,0.35907146,0.6147522573915087,0.6494708658856277
179,0.37935346,0.6535640004609946,0.260159954779601
59,0.39886966,0.4521812573832573,0.5510541854828686
60,0.45538035,0.39418983972618715,0.4275276779861935
60,0.50110143,0.39418983972618715,0.4275276779861935
76,0.19492832,0.2910068336962688,0.20652569412473656
94,0.14283124,0.6317372138488606,0.583129180760326
66,0.1901046,0.7228077515281726,0.37903066117695206
92,0.21136627,0.7726219441182427,0.46070194029461337
92,0.20576645,0.7726219441182427,0.46070194029461337
91,0.33926418,0.5214367929645571,0.6649807115445603
93,0.2681458,0.8686867816315602,0.27415854895066005
93,0.1983013,0.8686867816315602,0.27415854895066005
88,0.20379235,0.6444634398466937,0.3911363130152894
165,0.1659394,0.7140832091926264,0.794503777218725
78,0.4404948,0.22837666503867426,0.43320000678464987
74,0.39166892,0.24288188701820435,0.13070890856494907
74,0.3475424,0.24288188701820435,0.13070890856494907
82,0.4100127,0.3196429486945567,0.09231331971289085
75,0.33736387,0.2560706476782002,0.15553787654109594
169,0.2950223,0.4051352807067379,0.05477139109231792
169,0.25766397,0.4051352807067379,0.05477139109231792
169,0.23310034,0.4051352807067379,0.05477139109231792
111,0.21265689,0.5143929653069659,0.9183644098577057
175,0.43914962,0.40208442515033704,0.12275846530903858
125,0.4341458,0.3492486465340998,0.18933518670989857
175,0.39738747,0.40208442515033704,0.12275846530903858
173,0.34574282,0.6494570474577483,0.5905753562790413
103,0.30969957,0.5907239085561273,0.038547703563353936
168,0.36737186,0.5542131184599022,0.46450896934684793
167,0.32644123,0.5149399911943702,1.0
167,0.2847688,0.5149399911943702,1.0
106,0.25408128,0.5214696646917778,0.1050220422013289
109,0.24142022,0.3702899012227028,0.06439308298977979
148,0.6648476,0.2147751631559598,0.17202240270947156
148,0.6215251,0.2147751631559598,0.17202240270947156
25,0.59017974,0.2585142519802375,0.07540303290311749
148,0.5447165,0.2147751631559598,0.17202240270947156
105,0.5376662,0.38632559012512235,0.06550478378640083
25,0.54512644,0.2585142519802375,0.07540303290311749
175,0.49866676,0.40208442515033704,0.12275846530903858
175,0.46260118,0.40208442515033704,0.12275846530903858
125,0.507874,0.3492486465340998,0.18933518670989857
20,0.88804525,0.07495085544143265,0.21505248797582602
156,0.8324653,0.12439625002398991,0.41647056379286485
23,0.8197461,0.19514564544602075,0.2812598426911511
2,0.78673786,0.1631122776424867,0.7920633801249995
140,0.7504426,0.3155929011175824,0.08248332265524891
150,0.7153717,0.3651508756757127,0.2395659438732138
140,0.68523747,0.3155929011175824,0.08248332265524891
137,0.66621983,0.2685865703516779,0.2160517413240088
130,0.6075028,0.2547076721896788,0.09739065536657912
129,0.56515306,0.22431732946137162,0.23219057131196913
50,0.90490323,0.1536957732882125,0.39127254872794875
50,0.9385874,0.1536957732882125,0.39127254872794875
146,0.9821477,0.2103071599937012,0.3279818929097342
145,0.8751085,0.3209388753011595,0.07089455601858949
146,0.94829166,0.2103071599937012,0.3279818929097342
